Married,Credit.Guidelines,Other.Obligations. As.Percent. Of. Income,Non-Hispanic White,Non-Hispanic Black,Hispanic,Male,Approved,Present Loan to Value
1,0,28.00%,1,0,0,1,1,90.10%
1,1,38.00%,1,0,0,1,1,88.70%
0,1,46.00%,1,0,0,0,1,107.20%
0,1,34.00%,1,0,0,1,1,90.20%
0,1,38.00%,1,0,0,1,1,75.00%
0,1,26.60%,1,0,0,0,1,25.30%
0,1,35.00%,1,0,0,0,1,100.00%
1,1,32.00%,0,1,0,1,1,65.70%
1,1,45.00%,1,0,0,0,1,60.40%
1,1,40.60%,1,0,0,1,1,79.90%
0,1,36.00%,1,0,0,1,0,80.00%
1,1,30.90%,1,0,0,0,1,70.60%
1,1,38.90%,1,0,0,1,1,94.90%
1,1,24.00%,1,0,0,1,1,69.30%
0,1,46.80%,1,0,0,1,1,78.40%
0,1,32.00%,1,0,0,1,1,89.70%
1,0,36.00%,1,0,0,1,1,77.00%
0,1,33.30%,1,0,0,1,1,71.40%
0,0,36.70%,1,0,0,0,0,80.50%
1,1,31.00%,1,0,0,1,1,62.90%
1,0,43.00%,1,0,0,1,0,80.00%
1,1,14.60%,1,0,1,1,1,67.80%
1,1,33.30%,0,1,0,1,1,80.00%
0,1,23.00%,1,0,0,1,1,72.70%
1,1,38.00%,1,0,0,1,1,80.00%
0,1,26.00%,1,0,0,0,1,79.80%
1,1,35.60%,1,0,0,1,1,89.10%
1,1,36.00%,1,0,0,1,1,90.30%
1,1,35.00%,1,0,0,0,1,80.10%
1,1,35.80%,1,0,1,1,1,95.20%
1,0,49.00%,1,0,1,1,0,95.30%
1,0,38.00%,0,1,0,1,0,80.00%
1,1,52.00%,1,0,0,1,0,53.30%
0,1,16.50%,1,0,0,1,1,11.00%
1,1,38.00%,1,0,0,1,1,25.00%
1,1,32.60%,1,0,0,1,1,38.60%
0,1,31.00%,1,0,0,0,1,80.00%
1,1,35.00%,1,0,0,1,1,52.50%
1,1,35.00%,1,0,0,1,1,80.00%
1,1,41.00%,1,0,0,1,1,80.10%
1,1,35.00%,1,0,0,1,1,90.00%
0,1,39.00%,1,0,0,0,1,90.40%
0,1,36.00%,1,0,0,0,1,80.00%
1,1,28.00%,1,0,0,1,1,47.40%
0,0,35.10%,1,0,0,1,0,54.30%
1,1,35.00%,1,0,0,1,1,90.40%
1,1,30.20%,1,0,0,0,1,78.40%
1,1,32.40%,1,0,0,1,1,71.50%
1,1,20.00%,1,0,0,1,1,52.60%
1,1,33.00%,1,0,0,1,1,90.00%
1,1,37.80%,1,0,0,1,1,89.90%
0,1,28.00%,1,0,0,0,1,75.00%
1,1,25.00%,1,0,0,1,1,78.10%
0,1,43.00%,0,1,0,0,1,90.00%
0,1,33.00%,1,0,0,0,1,72.70%
1,1,28.00%,1,0,0,0,1,60.00%
0,1,18.00%,1,0,0,0,1,36.50%
1,1,31.00%,1,0,0,1,1,78.70%
1,0,37.00%,0,1,0,1,0,80.00%
0,1,30.10%,1,0,0,1,1,90.00%
1,1,30.80%,1,0,0,1,1,58.10%
1,1,27.00%,1,0,0,1,1,80.00%
1,1,33.00%,1,0,0,1,1,90.20%
0,1,34.00%,1,0,0,1,1,80.00%
1,1,25.00%,1,0,1,1,1,90.30%
1,1,25.90%,1,0,0,1,1,69.40%
1,1,30.00%,1,0,0,1,1,50.00%
1,1,44.00%,1,0,0,1,1,80.00%
1,1,37.60%,1,0,1,0,1,90.00%
1,1,26.00%,1,0,0,1,1,40.70%
0,1,27.00%,1,0,0,0,1,23.50%
1,1,32.30%,1,0,0,1,1,90.00%
1,1,31.90%,1,0,0,1,1,79.70%
1,1,35.00%,0,1,0,1,1,89.80%
1,0,50.00%,1,0,0,1,0,79.90%
1,1,38.00%,1,0,0,1,1,80.00%
0,1,47.00%,0,1,0,0,1,31.60%
0,1,38.40%,1,0,0,1,1,52.10%
0,1,39.00%,1,0,0,1,1,89.70%
1,0,25.40%,0,1,0,1,0,95.30%
1,1,40.30%,1,0,0,1,1,52.40%
0,1,43.00%,1,0,0,1,1,90.20%
0,1,35.00%,1,0,0,0,0,14.80%
1,0,30.00%,1,0,0,1,0,80.00%
1,1,41.00%,0,1,0,1,1,89.90%
1,1,38.50%,1,0,0,0,0,90.40%
1,1,22.00%,1,0,0,1,1,79.40%
0,1,30.00%,1,0,0,1,1,50.80%
1,1,39.00%,1,0,0,1,1,89.80%
1,0,32.20%,1,0,0,1,0,89.20%
1,1,29.70%,1,0,0,1,1,69.80%
1,1,17.00%,1,0,0,1,1,77.80%
0,1,39.20%,1,0,0,1,1,60.50%
1,1,30.50%,1,0,0,1,1,72.20%
0,1,37.00%,1,0,0,1,1,80.00%
0,1,31.00%,1,0,0,0,1,74.40%
0,1,35.00%,1,0,0,0,1,89.30%
1,1,27.00%,1,0,0,1,1,37.90%
1,1,32.00%,1,0,0,1,1,73.50%
1,1,23.00%,1,0,0,1,0,66.90%
0,0,32.20%,1,0,0,0,0,95.30%
0,1,36.00%,1,0,0,0,1,90.00%
1,1,37.70%,1,0,0,1,1,90.40%
1,1,36.40%,1,0,0,1,1,92.60%
1,1,29.50%,1,0,0,1,1,80.30%
1,1,26.00%,1,0,0,1,1,55.60%
1,1,39.70%,1,0,0,1,1,67.30%
1,1,38.80%,1,0,0,1,1,90.00%
0,1,33.00%,1,0,0,1,1,87.80%
0,1,33.00%,1,0,0,1,1,70.60%
1,1,31.10%,1,0,0,1,1,90.00%
1,1,24.00%,1,0,0,1,1,90.00%
1,1,22.50%,1,0,0,1,1,35.90%
0,1,29.00%,1,0,0,1,1,63.50%
1,0,27.00%,1,0,0,1,0,80.00%
0,0,53.00%,0,1,0,1,1,79.80%
0,1,35.00%,1,0,0,1,1,80.30%
1,1,36.90%,1,0,0,1,1,90.30%
0,1,30.00%,1,0,0,1,1,80.00%
1,1,34.00%,1,0,0,1,1,87.00%
1,1,37.00%,1,0,0,1,1,69.00%
1,0,38.00%,1,0,0,1,0,80.60%
1,1,35.00%,1,0,0,0,1,76.30%
0,1,39.00%,1,0,0,1,1,94.40%
1,1,41.00%,1,0,0,1,1,79.90%
0,1,16.00%,1,0,0,1,1,79.30%
1,1,10.80%,1,0,0,1,1,69.60%
0,1,33.00%,1,0,0,1,1,40.00%
1,1,44.00%,1,0,0,1,1,46.20%
1,1,40.00%,1,0,0,1,1,70.10%
0,1,39.00%,1,0,0,1,1,92.00%
1,1,39.20%,1,0,0,1,1,90.20%
1,1,30.90%,1,0,0,1,1,87.10%
1,1,27.00%,1,0,0,1,1,79.70%
1,1,44.00%,1,0,0,1,1,83.70%
0,1,4.00%,1,0,0,1,1,48.90%
1,1,28.00%,1,0,0,0,1,80.00%
0,1,26.00%,1,0,0,1,1,75.00%
1,1,38.00%,0,1,0,1,1,90.40%
1,1,36.00%,1,0,0,1,1,80.00%
1,0,35.80%,1,0,1,1,0,94.60%
1,1,35.60%,1,0,0,1,1,79.90%
1,1,26.00%,1,0,0,1,1,60.70%
0,1,28.00%,1,0,0,1,1,89.80%
1,1,26.00%,1,0,0,1,1,70.20%
0,1,20.00%,1,0,0,1,1,61.80%
1,1,25.00%,0,1,0,1,1,79.00%
0,1,25.00%,1,0,0,1,1,78.90%
1,1,33.10%,1,0,0,1,1,79.30%
1,1,48.00%,1,0,0,1,1,79.00%
1,1,11.00%,1,0,0,1,1,28.60%
0,1,38.00%,1,0,0,1,1,31.30%
1,1,39.00%,1,0,0,1,1,80.00%
1,0,35.00%,0,1,0,1,0,90.10%
1,1,34.00%,1,0,0,1,1,73.20%
0,1,40.00%,1,0,0,1,1,97.50%
1,1,33.00%,1,0,0,1,1,94.60%
0,1,21.00%,1,0,0,1,1,80.00%
1,1,38.00%,1,0,0,1,1,80.00%
0,1,32.90%,0,1,0,0,1,90.30%
1,1,17.50%,1,0,0,1,1,60.00%
1,1,36.00%,1,0,0,1,1,95.00%
1,1,32.10%,0,1,0,1,0,54.50%
1,0,41.00%,1,0,0,1,1,90.30%
1,1,37.00%,1,0,0,1,1,71.40%
1,1,36.20%,1,0,0,1,1,75.00%
1,1,27.00%,1,0,0,1,1,100.00%
1,0,40.60%,1,0,0,1,0,90.20%
0,1,20.00%,1,0,0,0,1,71.50%
1,1,14.00%,1,0,0,1,1,32.00%
0,1,29.50%,1,0,0,1,1,75.30%
0,1,35.00%,1,0,0,1,1,80.00%
1,1,47.00%,1,0,1,1,0,89.90%
1,1,30.00%,1,0,0,1,1,59.70%
0,1,32.40%,1,0,0,0,1,56.50%
1,1,34.00%,1,0,0,0,1,35.20%
1,1,28.00%,1,0,0,1,1,94.40%
1,1,32.00%,1,0,0,1,1,79.80%
1,1,34.00%,1,0,0,1,1,89.50%
1,1,13.00%,1,0,0,1,1,80.00%
1,1,28.00%,1,0,0,1,1,55.10%
0,1,32.40%,1,0,0,1,1,89.80%
1,1,37.00%,1,0,0,1,0,79.90%
0,1,32.00%,1,0,0,1,1,79.90%
0,0,66.00%,1,0,0,1,0,90.30%
1,1,25.50%,0,1,0,1,1,79.10%
1,1,24.40%,1,0,0,1,1,75.00%
1,1,11.30%,1,0,0,1,1,9.10%
1,1,27.00%,1,0,0,0,1,80.80%
1,1,36.00%,1,0,0,1,1,90.10%
0,0,12.00%,1,0,0,0,0,79.50%
1,1,38.00%,1,0,0,1,1,70.50%
1,1,33.00%,0,1,0,1,1,81.10%
0,1,27.00%,1,0,0,1,1,50.00%
1,1,24.00%,1,0,1,1,1,94.80%
1,0,26.50%,1,0,0,1,0,95.00%
0,1,33.00%,1,0,0,1,1,80.00%
0,1,33.00%,1,0,0,0,1,90.00%
0,1,28.40%,1,0,0,0,1,36.50%
0,1,28.00%,1,0,0,1,1,79.60%
1,1,32.90%,1,0,0,0,1,80.00%
1,1,14.00%,0,1,0,1,1,29.00%
1,1,38.30%,1,0,0,1,1,80.10%
0,1,33.00%,0,1,0,1,0,80.00%
0,1,34.00%,1,0,0,1,1,80.20%
1,1,35.40%,1,0,0,1,1,84.90%
1,1,17.00%,1,0,0,0,1,25.20%
1,1,23.00%,1,0,0,1,1,74.10%
1,1,25.00%,0,1,0,1,1,100.00%
0,1,33.00%,1,0,0,0,1,64.10%
1,1,41.00%,1,0,1,1,1,90.00%
0,1,27.00%,1,0,0,1,1,74.70%
1,1,41.00%,1,0,0,1,1,75.30%
1,1,36.40%,1,0,0,1,1,95.20%
0,1,25.00%,1,0,0,1,1,80.00%
1,1,32.00%,1,0,0,1,1,80.00%
1,1,33.00%,1,0,1,1,1,88.50%
0,1,40.00%,1,0,0,1,1,39.50%
1,1,27.90%,1,0,0,1,1,73.60%
0,1,27.00%,1,0,0,0,1,74.70%
1,1,21.00%,1,0,0,1,1,21.10%
0,1,36.00%,1,0,0,1,1,94.70%
0,1,34.00%,1,0,0,1,1,89.70%
0,1,38.70%,1,0,1,1,1,89.70%
1,1,40.30%,1,0,0,1,1,80.10%
1,1,29.00%,1,0,0,1,1,57.50%
0,1,28.80%,1,0,0,1,1,75.00%
1,1,29.30%,1,0,0,1,1,89.80%
1,1,20.00%,1,0,0,1,1,11.10%
1,1,60.50%,1,0,0,1,1,100.00%
0,1,17.00%,1,0,0,1,1,45.60%
0,0,47.00%,0,1,0,0,0,89.90%
